best_dev_sent_f1,best_dev_act_f1,best_test_sent_f1,best_test_act_f1,best_dev_test_sent_f1,best_dev_test_act_f1,learning rate,l2,dropout,hidden_dim,batch size,num_base,stack_num,margin_coefficient
67.328,62.288,56.955,60.753,56.955,58.792,0.001,0.0,0.1,512,16,-1,2,2
68.722,71.758,54.828,60.15,54.828,58.473,0.001,0.0,0.5,512,16,-1,3,4
63.842,63.018,54.543,60.24,54.349,60.217,0.001,0.0,0.2,512,16,-1,1,2
63.894,70.274,56.007,60.717,54.995,56.213,0.001,0.0,0.1,512,16,-1,1,5
66.795,67.105,56.471,59.429,56.026,57.774,0.001,0.0,0.1,512,16,-1,5,2
66.222,66.71,56.609,60.657,56.609,58.424,0.001,0.0,0.2,512,16,-1,4,2
65.891,71.252,55.64,60.344,55.64,58.511,0.001,0.0,0.1,512,16,-1,4,5
65.226,54.192,54.937,58.954,54.937,58.65,0.001,0.0,0.2,512,16,-1,3,2
66.266,66.162,55.892,58.923,54.902,58.426,0.001,0.0,0.3,512,16,-1,2,2
68.797,70.264,54.896,60.252,54.616,59.4,0.001,0.0,0.2,512,16,-1,2,5
70.294,68.906,55.513,60.856,54.627,59.217,0.001,0.0,0.3,512,16,-1,1,2
66.243,70.801,56.54,60.78,56.54,58.995,0.001,0.0,0.3,512,16,-1,5,2
68.157,69.977,55.291,60.513,53.439,59.631,0.001,0.0,0.2,512,16,-1,5,5
68.506,71.627,56.383,59.916,54.36,58.834,0.001,0.0,0.3,512,16,-1,4,2
70.615,68.977,56.543,60.438,54.59,58.183,0.001,0.0,0.3,512,16,-1,3,5
64.68,68.745,55.051,60.495,54.213,60.495,0.001,0.0,0.4,512,16,-1,3,2
60.177,68.695,53.818,61.238,53.818,59.141,0.001,0.0,0.4,512,16,-1,2,2
64.927,69.322,55.373,60.925,53.948,58.901,0.001,0.0,0.4,512,16,-1,1,5
58.75,64.071,53.384,60.962,53.384,58.381,0.001,0.0,0.5,512,16,-1,1,2
63.222,64.785,54.866,60.389,54.866,59.611,0.001,0.0,0.4,512,16,-1,4,5
62.238,68.486,54.519,60.952,53.689,58.951,0.001,0.0,0.4,512,16,-1,5,2
61.81,68.444,55.823,60.845,53.712,57.907,0.001,0.0,0.5,512,16,-1,4,2
63.616,65.426,55.137,60.26,55.137,60.26,0.001,0.0,0.5,512,16,-1,2,5
57.666,68.162,54.266,59.851,53.846,57.567,0.001,0.0,0.5,512,16,-1,3,2
66.043,69.072,56.686,61.267,56.686,58.747,0.001,0.0,0.1,512,16,-1,2,3
62.292,70.813,54.945,62.348,54.945,60.422,0.001,0.0,0.5,512,16,-1,5,5
66.667,69.922,56.373,58.937,56.373,56.8,0.001,0.0,0.1,512,16,-1,1,3
66.889,69.241,54.998,58.758,54.719,58.758,0.001,0.0,0.1,512,16,-1,5,3
65.41,64.354,56.801,60.472,55.278,59.531,0.001,0.0,0.1,512,16,-1,4,3
63.783,67.198,54.878,59.367,54.041,58.886,0.001,0.0,0.2,512,16,-1,3,3
65.121,69.663,55.375,61.206,55.375,58.825,0.001,0.0,0.2,512,16,-1,2,3
66.732,69.305,56.172,60.308,56.172,60.021,0.001,0.0,0.3,512,16,-1,1,3
67.849,68.736,56.86,59.806,56.86,59.663,0.001,0.0,0.2,512,16,-1,5,3
69.412,73.217,55.843,59.692,55.148,57.0,0.001,0.0,0.3,512,16,-1,4,3
66.667,66.086,56.659,60.451,55.967,59.615,0.001,0.0,0.3,512,16,-1,3,3
66.558,68.017,55.5,59.565,55.5,58.483,0.001,0.0,0.4,512,16,-1,2,3
62.916,72.305,54.538,60.678,54.313,57.655,0.001,0.0,0.4,512,16,-1,1,3
66.361,70.163,54.908,61.014,54.908,60.279,0.001,0.0,0.4,512,16,-1,5,3
61.325,65.19,56.119,60.076,56.119,58.2,0.001,0.0,0.4,512,16,-1,4,3
66.667,49.007,54.803,60.1,54.803,59.871,0.001,0.0,0.5,512,16,-1,3,3
67.904,68.107,54.452,60.242,54.452,59.425,0.001,0.0,0.5,512,16,-1,2,3
61.348,65.661,54.613,58.624,54.613,56.454,0.001,0.0,0.1,512,16,-1,1,4
60.906,66.914,54.178,60.104,52.96,60.104,0.001,0.0,0.5,512,16,-1,5,3
67.285,66.626,57.2,59.571,55.701,57.646,0.001,0.0,0.1,512,16,-1,4,4
64.744,69.874,56.368,60.225,54.971,54.429,0.001,0.0,0.1,512,16,-1,3,4
64.035,67.064,56.764,61.186,55.592,61.124,0.001,0.0,0.2,512,16,-1,2,4
63.894,73.241,56.627,61.215,55.278,60.313,0.001,0.0,0.2,512,16,-1,1,4
65.435,66.751,54.852,61.33,54.852,58.921,0.001,0.0,0.2,512,16,-1,5,4
63.299,70.711,56.49,59.887,55.102,57.763,0.001,0.0,0.2,512,16,-1,4,4
61.837,44.749,55.538,61.034,55.538,58.618,0.001,0.0,0.3,512,16,-1,2,4
65.649,58.662,55.555,60.428,54.842,60.428,0.001,0.0,0.3,512,16,-1,3,4
64.826,71.63,54.041,60.562,53.157,59.055,0.001,0.0,0.4,512,16,-1,1,4
66.562,69.179,56.09,60.823,56.09,58.929,0.001,0.0,0.3,512,16,-1,5,4
64.171,64.94,54.656,59.664,54.153,59.664,0.001,0.0,0.4,512,16,-1,4,4
67.296,72.023,54.012,60.713,54.012,58.364,0.001,0.0,0.4,512,16,-1,3,4
62.66,71.561,54.562,60.823,54.353,53.952,0.001,0.0,0.5,512,16,-1,2,4
62.667,67.765,53.594,60.647,53.386,59.609,0.001,0.0,0.5,512,16,-1,1,4
61.169,64.909,54.976,59.718,54.468,59.227,0.001,0.0,0.5,512,16,-1,4,4
60.42,71.266,54.497,60.416,52.426,58.238,0.001,0.0,0.5,512,16,-1,5,4
68.618,69.745,55.373,60.947,55.373,57.873,0.001,0.0,0.1,512,16,-1,2,5
71.621,69.257,56.709,59.271,56.709,58.383,0.001,0.0,0.1,512,16,-1,3,5
67.943,70.497,57.896,61.291,55.972,58.645,0.001,0.0,0.2,512,16,-1,1,5
63.596,67.607,55.341,59.638,55.341,59.017,0.001,0.0,0.1,512,16,-1,5,5
63.743,68.864,54.309,61.629,54.309,60.834,0.001,0.0,0.2,512,16,-1,3,5
62.949,72.677,55.527,60.005,55.527,56.4,0.001,0.0,0.2,512,16,-1,4,5
66.266,69.99,55.357,59.914,55.357,56.3,0.001,0.0,0.3,512,16,-1,1,5
66.775,69.991,56.423,60.445,56.354,60.091,0.001,0.0,0.3,512,16,-1,2,5
68.309,71.33,56.012,60.298,54.625,58.954,0.001,0.0,0.3,512,16,-1,4,5
73.321,37.513,55.577,61.759,55.496,58.673,0.001,0.0,0.3,512,16,-1,5,5
66.033,67.75,55.386,60.246,55.386,59.923,0.001,0.0,0.4,512,16,-1,2,5
70.577,71.823,55.547,60.631,55.547,59.931,0.001,0.0,0.4,512,16,-1,3,5
70.588,71.322,55.788,61.052,55.788,59.961,0.001,0.0,0.4,512,16,-1,5,5
63.063,49.496,54.968,60.625,53.705,60.625,0.001,0.0,0.5,512,16,-1,1,5
68.952,62.555,56.178,60.332,54.887,60.217,0.001,0.0,0.5,512,16,-1,3,5
62.759,62.97,54.865,60.038,54.865,59.328,0.001,0.0,0.5,512,16,-1,4,5
63.789,70.532,54.905,61.17,54.854,59.474,0.001,0.0,0.5,200,16,-1,3,2
62.026,64.125,54.887,60.1,54.671,60.1,0.001,1e-08,0.2,128,16,-1,3,2
67.169,68.512,56.071,60.644,56.071,56.203,0.001,0.0,0.2,128,16,-1,3,3
67.051,65.382,55.378,60.334,55.318,58.751,0.001,0.0,0.5,200,16,-1,3,2
66.169,69.537,54.449,61.125,53.913,57.053,0.001,1e-08,0.2,128,16,-1,3,2
68.145,72.27,56.678,60.616,56.678,57.691,0.001,0.0,0.2,128,16,-1,3,3
69.889,63.58,57.254,60.17,57.254,59.769,0.001,0.0,0.5,200,16,-1,3,2
68.214,72.618,56.286,61.195,55.436,60.49,0.001,1e-08,0.2,128,16,-1,3,2
70.286,52.374,56.645,62.017,55.719,61.862,0.001,0.0,0.2,128,16,-1,3,3
66.692,70.235,56.986,59.963,56.986,59.159,0.001,0.0,0.5,200,16,-1,3,2
66.874,68.719,55.526,60.989,55.526,59.533,0.001,1e-08,0.2,128,16,-1,3,2
63.01,70.203,56.88,60.763,56.451,59.674,0.001,0.0,0.2,128,16,-1,3,3
69.464,72.468,56.095,62.191,56.095,58.288,0.001,0.0,0.5,200,16,-1,3,2
68.045,71.527,56.89,61.95,56.236,57.949,0.001,1e-08,0.2,128,16,-1,3,2
65.75,72.302,57.473,60.643,56.757,57.504,0.001,0.0,0.2,128,16,-1,3,3
65.181,73.404,56.736,60.544,56.736,57.28,0.001,0.0,0.5,200,16,-1,3,2
63.646,71.117,55.81,60.646,54.489,59.091,0.001,1e-08,0.2,128,16,-1,3,2
64.255,70.151,55.921,60.752,55.633,59.9,0.001,0.0,0.2,128,16,-1,3,3
66.675,74.419,54.995,61.339,54.995,58.652,0.001,0.0,0.5,200,16,-1,3,2
70.715,65.512,52.86,61.012,51.16,61.012,0.001,1e-08,0.2,128,16,-1,3,2
70.01,62.7,54.115,59.981,54.115,59.115,0.001,0.0,0.2,128,16,-1,3,3
68.706,66.65,56.712,60.347,55.556,60.347,0.001,0.0,0.5,200,16,-1,3,2
62.631,68.054,54.868,59.963,54.643,59.006,0.001,1e-08,0.2,128,16,-1,3,2
67.708,67.623,56.079,60.123,55.633,58.891,0.001,0.0,0.2,128,16,-1,3,3
67.57,67.223,55.355,60.499,55.355,60.007,0.001,0.0,0.5,200,16,-1,3,2
67.75,69.44,57.46,59.705,57.46,56.937,0.001,1e-08,0.2,128,16,-1,3,2
65.801,72.64,57.819,59.815,57.819,57.608,0.001,0.0,0.2,128,16,-1,3,3
67.849,71.139,55.947,60.458,55.614,55.925,0.001,0.0,0.5,200,16,-1,3,2
66.068,61.948,56.27,60.874,56.27,59.972,0.001,1e-08,0.2,128,16,-1,3,2
67.117,68.003,57.423,61.533,57.001,58.909,0.001,0.0,0.2,128,16,-1,3,3
66.733,69.003,54.616,60.904,54.616,59.523,0.001,0.0,0.5,200,16,-1,3,2
69.697,67.731,54.112,59.853,53.706,59.627,0.001,1e-08,0.2,128,16,-1,3,2
64.524,67.216,56.359,60.001,56.202,58.984,0.001,0.0,0.2,128,16,-1,3,3
68.421,43.143,55.402,60.659,55.402,58.841,0.001,0.0,0.5,200,16,-1,3,2
65.185,70.541,56.935,60.398,56.935,60.159,0.001,1e-08,0.2,128,16,-1,3,2
66.821,70.618,57.233,61.055,56.286,60.059,0.001,0.0,0.2,128,16,-1,3,3
70.613,73.754,54.788,60.784,54.788,59.621,0.001,0.0,0.5,200,16,-1,3,2
65.97,70.259,55.912,61.818,55.912,60.119,0.001,1e-08,0.2,128,16,-1,3,2
68.86,68.057,57.57,61.76,56.297,60.869,0.001,0.0,0.2,128,16,-1,3,3
69.02,67.629,56.092,61.374,56.092,61.374,0.001,0.0,0.5,200,16,-1,3,2
66.884,72.263,55.385,60.973,55.096,58.546,0.001,1e-08,0.2,128,16,-1,3,2
66.659,68.776,56.339,59.251,56.339,57.064,0.001,0.0,0.2,128,16,-1,3,3
69.065,71.393,55.028,60.67,55.028,59.645,0.001,0.0,0.5,200,16,-1,3,2
67.468,71.845,56.651,60.503,56.278,58.779,0.001,1e-08,0.2,128,16,-1,3,2
71.019,67.863,58.761,60.02,58.16,58.909,0.001,0.0,0.2,128,16,-1,3,3
62.936,72.06,55.184,59.946,55.184,57.068,0.001,0.0,0.5,200,16,-1,3,2
68.227,64.631,55.943,60.853,55.584,58.617,0.001,1e-08,0.2,128,16,-1,3,2
75.499,69.316,56.472,59.993,56.301,58.433,0.001,0.0,0.2,128,16,-1,3,3
67.083,70.202,55.654,61.196,54.631,59.742,0.001,0.0,0.5,200,16,-1,3,2
69.687,66.642,56.707,61.782,56.608,59.785,0.001,1e-08,0.2,128,16,-1,3,2
70.166,69.635,57.171,62.282,55.413,59.535,0.001,0.0,0.2,128,16,-1,3,3
66.798,67.374,55.766,60.165,53.929,59.89,0.001,0.0,0.5,200,16,-1,3,2
68.349,73.885,54.452,62.359,53.858,57.123,0.001,1e-08,0.2,128,16,-1,3,2
65.051,72.12,54.591,61.324,52.961,58.797,0.001,0.0,0.2,128,16,-1,3,3
66.895,70.722,56.863,62.713,54.911,59.463,0.001,0.0,0.5,200,16,-1,3,2
63.429,65.562,54.484,61.042,54.484,59.612,0.001,1e-08,0.2,128,16,-1,3,2
66.984,70.317,55.028,60.674,55.028,59.202,0.001,0.0,0.2,128,16,-1,3,3
66.755,72.039,55.17,62.447,54.764,61.387,0.001,0.0,0.5,200,16,-1,3,2
64.565,73.368,54.342,61.326,53.765,59.988,0.001,1e-08,0.2,128,16,-1,3,2
61.87,71.347,54.897,61.837,54.291,60.253,0.001,0.0,0.2,128,16,-1,3,3
71.429,70.269,55.634,61.005,55.634,58.352,0.001,0.0,0.5,200,16,-1,3,2
63.21,72.479,54.73,60.661,53.25,57.357,0.001,1e-08,0.2,128,16,-1,3,2
64.815,68.332,54.784,59.915,53.856,58.604,0.001,0.0,0.2,128,16,-1,3,3
65.149,69.689,55.19,60.333,54.388,60.12,0.001,0.0,0.5,200,16,-1,3,2
64.814,70.062,56.452,61.84,54.883,60.56,0.001,1e-08,0.2,128,16,-1,3,2
66.499,68.244,55.807,60.985,54.529,60.665,0.001,0.0,0.2,128,16,-1,3,3
68.308,70.731,53.667,61.007,52.466,55.631,0.001,0.0,0.5,200,16,-1,3,2
63.021,73.103,55.645,61.917,53.422,59.392,0.001,1e-08,0.2,128,16,-1,3,2
68.654,73.603,56.541,60.795,54.672,57.756,0.001,0.0,0.2,128,16,-1,3,3
61.081,72.536,55.241,61.665,55.241,59.979,0.001,0.0,0.5,200,16,-1,3,2
68.432,69.996,54.678,60.951,54.678,59.791,0.001,1e-08,0.2,128,16,-1,3,2
68.217,69.257,54.394,60.62,54.211,58.949,0.001,0.0,0.2,128,16,-1,3,3
72.848,70.54,55.291,61.019,54.762,61.019,0.001,0.0,0.5,200,16,-1,3,2
67.494,72.832,56.496,61.643,56.496,58.476,0.001,1e-08,0.2,128,16,-1,3,2
66.895,71.017,56.483,62.532,55.833,58.813,0.001,0.0,0.2,128,16,-1,3,3
60.909,72.096,53.702,61.161,53.622,58.808,0.001,0.0,0.5,200,16,-1,3,2
65.195,64.66,60.313,60.302,56.666,59.15,0.001,1e-08,0.2,128,16,-1,3,2
64.671,42.58,60.199,61.351,60.199,59.697,0.001,0.0,0.2,128,16,-1,3,3
66.874,73.391,54.877,60.55,54.315,57.572,0.001,0.0,0.5,200,16,-1,3,2
68.08,71.521,56.663,61.895,53.528,60.687,0.001,1e-08,0.2,128,16,-1,3,2
67.901,71.609,55.154,61.122,54.407,58.939,0.001,0.0,0.2,128,16,-1,3,3
62.536,64.931,55.459,59.543,53.193,59.444,0.001,0.0,0.5,200,16,-1,3,2
66.099,71.756,55.356,60.169,55.356,58.34,0.001,1e-08,0.2,128,16,-1,3,2
66.615,68.507,55.485,60.599,55.485,59.42,0.001,0.0,0.2,128,16,-1,3,3
63.929,67.836,55.371,61.961,55.371,60.435,0.001,0.0,0.5,200,16,-1,3,2
68.133,73.668,57.613,61.588,55.606,56.278,0.001,1e-08,0.2,128,16,-1,3,2
66.073,72.205,57.333,60.741,57.118,59.177,0.001,0.0,0.2,128,16,-1,3,3
71.221,60.112,55.602,60.614,54.548,60.16,0.001,0.0,0.5,200,16,-1,3,2
63.893,70.128,56.712,61.429,56.712,56.23,0.001,1e-08,0.2,128,16,-1,3,2
61.587,68.693,57.156,61.261,57.156,60.596,0.001,0.0,0.2,128,16,-1,3,3
69.319,72.897,53.705,60.261,53.705,59.402,0.001,0.0,0.5,200,16,-1,3,2
66.462,74.37,55.108,62.545,54.51,57.18,0.001,1e-08,0.2,128,16,-1,3,2
71.435,74.484,55.163,60.082,54.68,58.573,0.001,0.0,0.2,128,16,-1,3,3
65.195,71.081,55.109,61.975,53.156,61.199,0.001,0.0,0.5,200,16,-1,3,2
66.7,71.267,56.046,60.665,56.046,59.922,0.001,1e-08,0.2,128,16,-1,3,2
69.894,70.369,57.177,60.11,56.398,58.73,0.001,0.0,0.2,128,16,-1,3,3
67.727,71.34,55.693,61.548,54.874,60.641,0.001,0.0,0.5,200,16,-1,3,2
66.228,69.786,56.024,61.507,56.024,59.385,0.001,1e-08,0.2,128,16,-1,3,2
70.483,71.776,56.827,61.035,56.208,59.776,0.001,0.0,0.2,128,16,-1,3,3
67.339,72.402,55.411,60.393,54.48,58.937,0.001,0.0,0.5,200,16,-1,3,2
66.187,44.21,54.859,59.419,54.032,59.419,0.001,1e-08,0.2,128,16,-1,3,2
66.764,36.478,55.745,59.608,55.273,58.74,0.001,0.0,0.2,128,16,-1,3,3
67.58,68.364,54.432,59.809,53.251,58.424,0.001,0.0,0.5,200,16,-1,3,2
65.791,72.692,56.148,61.997,56.148,58.58,0.001,1e-08,0.2,128,16,-1,3,2
64.174,73.633,55.076,60.215,54.283,60.215,0.001,0.0,0.2,128,16,-1,3,3
75.98,70.056,55.928,61.215,54.441,60.315,0.001,0.0,0.5,200,16,-1,3,2
67.797,69.355,55.45,61.493,55.45,61.493,0.001,1e-08,0.2,128,16,-1,3,2
69.006,66.545,55.486,59.589,55.036,58.921,0.001,0.0,0.2,128,16,-1,3,3
61.348,71.484,54.766,60.739,53.842,58.537,0.001,0.0,0.5,200,16,-1,3,2
66.063,70.265,54.063,61.563,54.063,59.754,0.001,1e-08,0.2,128,16,-1,3,2
64.729,72.422,55.801,61.118,52.964,56.465,0.001,0.0,0.2,128,16,-1,3,3
64.156,70.923,57.2,60.453,57.2,58.666,0.001,0.0,0.5,200,16,-1,3,2
62.629,71.259,55.376,61.743,53.492,58.568,0.001,1e-08,0.2,128,16,-1,3,2
68.067,65.514,57.213,61.859,57.148,60.487,0.001,0.0,0.2,128,16,-1,3,3
63.978,70.009,56.522,62.335,56.522,60.238,0.001,0.0,0.5,200,16,-1,3,2
68.269,73.884,54.713,58.542,53.728,55.687,0.001,1e-08,0.2,128,16,-1,3,2
67.945,70.466,55.22,59.231,54.614,57.549,0.001,0.0,0.2,128,16,-1,3,3
66.074,72.272,53.948,60.583,53.605,59.568,0.001,0.0,0.5,200,16,-1,3,2
66.026,69.738,53.755,60.461,53.755,57.135,0.001,1e-08,0.2,128,16,-1,3,2
65.333,69.27,55.117,60.392,55.117,57.977,0.001,0.0,0.2,128,16,-1,3,3
69.342,63.658,54.561,59.545,54.438,58.733,0.001,0.0,0.5,200,16,-1,3,2
66.605,72.202,55.48,62.72,53.9,60.31,0.001,1e-08,0.2,128,16,-1,3,2
66.516,73.553,55.668,61.426,54.937,60.301,0.001,0.0,0.2,128,16,-1,3,3
63.344,76.39,56.157,60.211,56.157,58.376,0.001,0.0,0.5,200,16,-1,3,2
64.145,66.02,55.024,60.199,54.378,60.199,0.001,1e-08,0.2,128,16,-1,3,2
64.461,69.06,55.09,61.279,55.09,58.855,0.001,0.0,0.2,128,16,-1,3,3
59.851,72.896,54.125,61.645,53.903,59.297,0.001,0.0,0.5,200,16,-1,3,2
62.727,66.38,54.927,60.865,54.927,60.317,0.001,1e-08,0.2,128,16,-1,3,2
63.213,65.329,54.656,60.01,53.758,59.427,0.001,0.0,0.2,128,16,-1,3,3
66.312,71.722,55.632,62.458,54.619,59.263,0.001,0.0,0.5,200,16,-1,3,2
70.588,65.616,56.222,60.298,56.222,58.472,0.001,1e-08,0.2,128,16,-1,3,2
65.527,74.685,56.138,60.721,56.087,58.666,0.001,0.0,0.2,128,16,-1,3,3
66.855,70.953,55.735,61.085,55.735,60.999,0.001,0.0,0.5,200,16,-1,3,2
66.438,68.586,54.837,60.685,53.518,57.222,0.001,1e-08,0.2,128,16,-1,3,2
63.333,66.09,55.05,61.318,53.42,59.56,0.001,0.0,0.2,128,16,-1,3,3
68.432,74.222,56.15,61.245,55.479,58.601,0.001,0.0,0.5,200,16,-1,3,2
70.667,65.431,54.749,60.711,54.749,59.929,0.001,1e-08,0.2,128,16,-1,3,2
67.13,65.554,56.517,60.442,56.517,59.22,0.001,0.0,0.2,128,16,-1,3,3
68.258,70.73,58.118,60.937,58.118,59.61,0.001,0.0,0.5,200,16,-1,3,2
66.38,67.347,54.858,61.254,54.858,58.898,0.001,1e-08,0.2,128,16,-1,3,2
65.431,69.083,55.605,59.458,55.36,58.25,0.001,0.0,0.2,128,16,-1,3,3
65.617,68.745,56.002,60.073,55.535,58.676,0.001,0.0,0.5,200,16,-1,3,2
66.758,69.526,54.883,60.527,54.883,57.795,0.001,1e-08,0.2,128,16,-1,3,2
71.212,71.202,55.436,59.973,51.396,57.069,0.001,0.0,0.2,128,16,-1,3,3
63.248,69.911,55.827,59.314,55.623,58.972,0.001,0.0,0.5,200,16,-1,3,2
66.359,73.129,53.688,60.502,53.688,60.388,0.001,1e-08,0.2,128,16,-1,3,2
70.593,72.872,54.492,61.403,53.072,59.017,0.001,0.0,0.2,128,16,-1,3,3
70.0,70.908,55.5,60.625,54.891,58.534,0.001,0.0,0.5,200,16,-1,3,2
66.615,66.022,55.633,61.966,54.766,60.723,0.001,1e-08,0.2,128,16,-1,3,2
66.667,0.0,57.971,61.84,54.021,59.875,0.001,0.0,0.2,128,16,-1,3,3
67.544,73.859,55.644,62.171,55.122,58.845,0.001,0.0,0.5,200,16,-1,3,2
69.037,74.346,55.509,61.399,55.177,58.036,0.001,0.0,0.5,200,16,-1,3,2
66.873,71.121,55.321,61.543,54.635,59.996,0.001,0.0,0.5,200,16,-1,3,2
64.518,70.635,55.907,61.332,55.907,57.444,0.001,0.0,0.5,200,16,-1,3,2
68.962,69.406,56.347,61.651,55.226,58.216,0.001,0.0,0.3,200,16,-1,4,3
71.008,72.054,56.212,61.415,56.212,58.903,0.001,1e-08,0.4,200,16,-1,4,4
68.673,67.386,55.331,61.286,54.091,58.529,0.001,1e-08,0.2,200,16,-1,5,4
68.333,70.175,56.649,62.471,56.633,58.093,0.001,0.0,0.3,200,16,-1,5,2
63.641,71.657,53.884,62.645,52.402,59.746,0.001,1e-08,0.5,200,16,-1,3,5
70.821,69.668,54.966,60.428,54.966,57.604,0.001,0.0,0.3,200,16,-1,5,1
61.636,73.246,54.778,60.623,54.778,59.1,0.001,0.0,0.5,200,16,-1,2,3
67.722,70.997,56.991,60.82,55.903,59.5,0.001,1e-08,0.2,200,16,-1,3,2
68.515,60.141,53.861,59.545,53.198,58.595,0.001,0.0,0.5,128,16,-1,3,2
70.588,69.225,57.502,61.205,57.502,58.837,0.001,1e-08,0.2,200,16,-1,3,2
60.769,73.574,54.637,61.808,54.637,58.322,0.001,1e-08,0.5,300,16,-1,3,1
67.045,50.304,56.678,61.108,56.678,59.119,0.001,1e-08,0.2,128,16,-1,3,2.0,False
